"intAgent","intProjectID","intProjectNo","intProvID","strDescription","strLegal","intClientDept","intSecondDept","strFileNo","datStartDate","datComplDate","bolCancelled","curSSAFees","curSSADisbursements","intProjectType","intClientContactID","intLocationID","curPrice","curExpToDate"
17,274,765845,59,"RETROCEDE AIRPORT LANDS TO PROVINCE","BLKS.A&B,DL 962 & BLK.A,DL 963; DL 1607(EXCEPT BLK.A); COAST DIST.",23,0,"9075-P3/5",11/17/1993,8/15/1997,0,.0000,.0000,2,1,189,.0000,.0000
13,275,765846,59,"RETROCESSION OF A/P TO PROV & SELL FED PORTION TO VILLAGE","",23,0,"9075-M16/6",11/17/1993,9/27/1996,0,.0000,.0000,2,1,135,.0000,.0000
17,276,765729,59,"MAINWARING ROAD R/W FOR TREE CLEARING","",23,0,"9075-V7/233",11/12/1993,1/21/1994,1,.0000,.0000,2,1,270,.0000,.0000
14,277,765745,59,"RETROCESSION OF AIRPORT","48.55 ACRES PLAN B 4092, LYTTON DIV. YALE DISTRICT",23,0,"9075-B6/12-1",11/12/1993,3/1/1994,0,.0000,.0000,2,1,29,.0000,.0000
18,278,765847,60,"DISPOSAL RESIDENTIAL MOBILE HOME","L 48 BL 27 PL 40721",15,0,"9070-H1/23",12/30/1993,7/27/1994,0,.0000,.0000,2,1,99,.0000,.0000
18,279,765471,59,"DISPOSAL RESIDENTIAL TRAILER","",15,0,"9070-P45/5-1",12/30/1993,1/28/1994,0,.0000,.0000,2,1,168,.0000,.0000
17,280,765878,59,"346-4TH AVE.WEST","LOT 1, D.L. 251, PLAN 8864 -SUBDIVISION OF LOT IN PROGRESS",11,0,"9075-P17/86",1/10/1994,5/15/1995,0,.0000,.0000,2,1,185,.0000,.0000
23,281,834047,59,"1.8 AC TO INA","",14,0,"9075-P5/23",,1/12/1994,0,.0000,.0000,2,1,172,.0000,.0000
14,282,765906,59,"DOMESTIC SITE, CFS MASSET LOT 3, DL 7, QUEEN CHARLOTTE DISTRICT","",6,0,"9075-M6/33",1/14/1994,5/20/1994,0,.0000,.0000,2,1,127,.0000,.0000
28,283,765907,60,"LOTS 1080 & 1084, QUAD 105/D11, PLAN 92-34, 74173 CLSR, WHITEHORSE YT","SUBDDIVIDED LOT 1080-1 AND 1080-2 PLAN 97-46,8004 CLSR",11,0,"9075-W7/126",1/14/1994,11/26/1997,0,.0000,.0000,2,1,287,.0000,.0000
28,284,765908,59,"5235 GISCOME ROAD, PRINCE GEORGE LOT A DISTRICT LOT 1543","",8,0,"9075-P16/109",1/26/1994,4/16/1996,0,.0000,.0000,2,1,184,.0000,.0000
13,285,0,59,"41.17 HA OF LAND-TWP 5, RANGE 27, SEC 7","",23,0,"9075-H8/20",1/26/1994,2/15/1994,1,.0000,.0000,2,1,104,.0000,.0000
14,286,765909,59,"CECIL LAKE","NE 1/4, SEC. 17, TWP 84, RG 17 W6M IN RED ON PLAN 22029",23,0,"9075-F8/25",1/26/1994,3/17/1995,0,.0000,.0000,2,1,80,.0000,.0000
17,287,834140,59,"DISPOSAL OF WATERLOT - D.L.14254, KOOTENAY DISTRICT","",14,0,"9075-K48/2",9/7/1973,5/15/1995,0,.0000,.0000,2,1,97,.0000,.0000
14,288,765060,59,"BLDG. FOR REMOVAL - BLDG.189 - RAFTING BUILDING","",6,0,"",3/15/1994,3/25/1994,0,.0000,.0000,2,1,38,.0000,.0000
17,289,765879,59,"1438 JAMAICA AVENUE","LOTS 9 & 10, BL.46, SEC.8, D.L.251, RGE.5 COAST DIST, PL.923",23,0,"9075-P17/85-5",2/18/1994,7/12/1994,0,.0000,.0000,2,1,185,.0000,.0000
31,290,765880,59,"1510 ATLIN AVENUE (CCG RESIDENCE)","LOT 24 & 25, BLOCK 5, SECTION 2, DL 1992, RG 5, CD PLAN 92",4,0,"9075-P17/85-1",2/18/1994,8/25/1999,0,.0000,.0000,2,1,185,.0000,.0000
31,291,765881,59,"200 CRESTVIEW DRIVE (CCG RESIDENCE)","LOT 43 DL 251 RANGE 5 COAST DISTRICT PLAN 4952",4,0,"9075-P17/85-2",2/18/1994,10/24/1997,0,.0000,.0000,2,1,185,.0000,.0000
17,292,765911,59,"214 CRESTVIEW DRIVE","LOT 41, D.L. 251, RANGE 5, COAST DISTRICT, PLAN 4952",23,0,"9075-P17/85-4",3/11/1994,7/21/1994,0,.0000,.0000,2,1,185,.0000,.0000
31,293,765882,59,"224 CRESTVIEW DRIVE (CCG RESIDENCE)","LOT 39, DL 251, RANGE 5, COAST DIST, PLAN 4952 PID 010663754",4,0,"9075-P17/85-3",2/18/1994,6/25/1999,0,.0000,.0000,2,1,185,.0000,.0000
17,294,765883,59,"1727 JAMAICA AVENUE","LOTS 17 & 18, BLK.43, SEC.8, D.L.251, RGE.5, COAST DISTRICT, PLAN 923",4,0,"9075-P17/85-6",2/18/1994,2/21/1995,0,.0000,.0000,2,1,185,.0000,.0000
31,295,765884,59,"1734 INDIA AVENUE (CCG RESIDENCE)","LOT 9 & 10, BLOCK 43 SECT. 9 DL 251 RANGE 5 COAST DIST PLAN 923",4,0,"9075-P17/85-7",2/18/1994,4/15/1998,0,.0000,.0000,2,1,185,.0000,.0000
33,296,765885,59,"1,2&3 AERO POINT CRESCENT - THREE CCG RESIDENCES ON 1 LOT","PART OF PCL.1&2,WFT.BLK.'I',RGE.5,COAST RGE.5 -WILL CHANGE W. NEW C/T",4,0,"9075-P17/85-8",2/18/1994,,0,.0000,.0000,2,1,185,.0000,.0000
17,297,765871,59,"346-4TH AVE.WEST (SUBDIVISION WEST 2 M.)   REF: 9075-P17/86","LOT 1, D.L. 251, PLAN 8864",11,0,"9075-P17/86-1",2/18/1994,5/15/1995,0,.0000,.0000,2,1,185,.0000,.0000
17,298,765843,59,"RESIDENCE ON TWO LOTS","LOTS 20 & 21, BLK.5, D.L.16A, Q.C.D., PLAN 934",15,0,"9075-Q2/28",4/20/1994,1/25/1995,0,.0000,.0000,2,1,193,.0000,.0000
13,299,765914,59,"QUIT CLAIM OF EASEMENT","",23,0,"9075-C16/2",5/15/1994,6/20/1994,0,.0000,.0000,2,1,41,.0000,.0000
29,300,848596,59,"KIRKLAND ISLAND RANGE","RELEASE OF STATUTORY RIGHT OF WAY H6106 ON TITLE",24,0,"9075-K60/1",4/1/1994,,0,.0000,.0000,2,1,198,.0000,.0000
31,301,765913,59,"SALMO AIRPORT","PART OF BLOCKS 29-34 OF D.L. 273 TOTAL AREA 82.42 HA",23,0,"9075-S2/11",5/26/1994,6/6/1997,0,.0000,.0000,2,1,204,.0000,.0000
17,302,765912,59,"RETROCEDE PART BLK.'H'","PART OF BLOCK H, D.L.1535, PEACE RIVER DISTRICT, PLAN OGP36853",23,0,"9075-F7/49",1/14/1994,1/19/1995,0,.0000,.0000,2,1,78,.0000,.0000
17,303,765868,59,"REVERSION FROM CITY OF FORT ST. JOHN; THEN TRANSFER TO PROVINCE-MOTH","PARCEL B (41429M)OF BLK.A,SEC.17,TWP.84,RGE.19,W6M,PEACE RIVER,PL.3162",23,0,"9075-C102/2",1/1/1994,10/28/1996,0,.0000,.0000,2,1,37,.0000,.0000
17,304,765915,59,"DISPOSAL OF TRAILER","",23,0,"9070-F7/50",5/31/1994,7/26/1994,0,.0000,.0000,2,1,78,.0000,.0000
16,305,765916,60,"DISPOSAL OF SURPLUS BLDGS AT ABANDONED DEW LINE SITE.","",6,0,"9070-Y2",6/1/1994,7/12/1994,0,.0000,.0000,2,1,294,.0000,.0000
14,306,765934,59,"HAZARD BEACON #2-RETURN EXPROP.LAND & OBTAIN R/W","",23,0,"9075-K1/101",6/14/1994,10/4/1995,1,.0000,.0000,2,1,110,.0000,.0000
16,307,765939,59,"240 CAMPBELL STREET - RCMP MOBILE HOME & LOT","LOT 8, BLK 8, DL 114, CLAYQUOT DISTRICT, PL 717",15,0,"9075-T6/42",6/23/1994,6/30/1995,0,.0000,.0000,2,1,247,.0000,.0000
29,308,766496,59,"DISPOSAL OF LOG CABIN ALONG THE STIKINE RIVER, B.C.","",14,0,"9075-S138/1",7/5/1994,,0,.0000,.0000,2,1,233,.0000,.0000
17,309,0,59,"CHARLES V. HER MAJESTY - DOUGLAS BORDER CROSSING","10 ACRE PARCEL - WESTERN HALF OF PLAN M3406 C.L.S.R.",14,0,"9075-S23/57",,5/13/1994,1,.0000,.0000,2,1,237,.0000,.0000
31,310,765951,59,"RETROCESSION OF WATERLOT 446, COWICHAN","LOT 446, COWICHAN DISTRICT, CONTAINING 0.171 HA.",16,0,"9075-T26/3",6/6/1994,1/8/1902,1,.0000,.0000,2,1,251,.0000,.0000
13,311,765842,0,"VARIOUS BLDGS. FOR REMOVAL","",14,0,"",,8/17/1994,1,.0000,.0000,2,1,259,.0000,.0000
14,312,765870,59,"VERNON - DND 20 ACRES TO CITY OF VERNON","",6,0,"9075-V6/40",8/15/1994,4/1/1995,1,.0000,.0000,2,1,268,.0000,.0000
13,313,765931,0,"MISCELLANEOUS REPORTS - OGD PROGRAM","",14,0,"",,8/17/1994,1,.0000,.0000,2,1,259,.0000,.0000
14,314,765922,59,"INITIATE 2ND PHASE OF SUBDIVISION OF LOT","",15,0,"9075-N1/7",,8/17/1994,1,.0000,.0000,2,1,29,.0000,.0000
14,315,765932,59,"TRANSFER LOT BACK TO PROVINCE","LOTS 3093 & 3094, RANGE 4, COAST DISTRICT",23,0,"5400-E26",,4/3/1995,0,.0000,.0000,2,1,69,.0000,.0000
30,316,765988,59,"PBS - HAMMOND BAY ROAD - PORTION NORTH OF ROAD.","PART OF LT. A, SEC. 9, WILLINGDON DIST. PLAN 21563 LYING NORTH OF ROAD",24,0,"9075-N2/66",5/15/1994,12/1/1996,1,.0000,.0000,2,1,140,.0000,.0000
16,317,765961,59,"LICENSE OF OCCUPATION FOR BC TEL MOBILITY CELLULAR SITE.","L.S. 13, SEC 29, TWP 3, RANGE 28, WEST OF THE 6TH MERIDIAN",2,0,"9075-A2/22",7/13/1994,2/14/1995,0,.0000,.0000,2,1,5,.0000,.0000
17,318,765962,60,"RESIDENCE ON TWO LOTS","LOTS 1&2, BLK.11, TWNSITE OF MAYO, PLAN 21592 LTO;17544 CLSR",11,0,"9075-M8/14",7/19/1994,8/8/1995,0,.0000,.0000,2,1,128,.0000,.0000
17,319,766589,59,"RETROCEDE WATERLOT; DISPOSAL OF IMPROVEMENTS","LOTS 604 AND 381, NOOTKA DISTRICT",14,0,"9050-N31/1",8/18/1994,5/14/1996,0,.0000,.0000,2,1,159,.0000,.0000
17,320,765983,59,"EASEMENT OVER ACCESS ROAD TO RADIO RANGE SITE","PCLS. C TO H, SEC.24 & 13; SEC.18; D.L.16, PL.4023; TP 20 W6 LDYD",23,0,"9075-A8/5",7/22/1994,1/11/1995,1,.0000,.0000,2,1,15,.0000,.0000
13,321,765984,59,"DISPOSAL OF METEOROLOGICAL STATION-POSSIBLE LEASEBACK","LOT B, SECTION 28, TOWNSHIP 9, O.D.Y.D., PLAN 25404",1,0,"9075-V6/41",9/20/1994,,0,.0000,.0000,2,1,268,.0000,.0000
13,322,765995,60,"DISPOSAL OF FISHERIES BUILDING ON 1094 FRONT STREET","BLOCK B, LOT 10, LADUE ESTATE",24,0,"9075-D1/51",9/22/1994,10/29/1996,0,.0000,.0000,2,1,53,.0000,.0000
30,323,766007,59,"HIGHWAY BYPASS THROUGH DND PROPERTY - 13.32 HA.","",6,0,"9075-N2/60",10/11/1994,,0,.0000,.0000,2,1,140,.0000,.0000
16,324,765992,59,"DISPOSAL OF RCMP MARRIED QUARTERS","LOT 5, D.L. 150, KDYD, PLAN 26128",15,0,"9075-E5/13",9/22/1994,6/1/1995,0,.0000,.0000,2,1,64,.0000,.0000
13,325,766039,59,"1255 VALLEYVIEW DR/ VACANT LOT  PAC/312","LOT 13 DL 6251 K.D.,PL 13922",15,0,"9075-S18/13",12/6/1994,3/20/1996,1,.0000,.0000,2,1,226,.0000,.0000
13,326,766042,59,"1277 PINYON ROAD/LIVING QUARTER - PAC/311","LOT 15 DL 4135 K.D. PL 13055",15,0,"9075-S18/12",12/6/1994,3/21/1996,1,.0000,.0000,2,1,226,.0000,.0000
13,327,766045,59,"1275 PINYON ROAD /LIVING QUARTER - PAC/310","LOT 16 DL 4135 K. D. PL 13055",15,0,"9075-S18/11",10/6/1994,3/20/1996,1,.0000,.0000,2,1,226,.0000,.0000
13,328,766048,59,"#2 CHIMO CRESCENT/HOUSE   PAC/313","LT 104 DL 3512 & 8965 K.DL. PL 14014",15,0,"9075-E3/3",12/6/1994,3/20/1996,1,.0000,.0000,2,1,63,.0000,.0000
17,329,766033,59,"1351 ELMWOOD DRIVE (RESIDENTIAL)","LOT 14 PL 31703 DL 8097 LILLOET DISTRICT",15,0,"9075-P4/14",12/16/1994,5/31/1995,0,.0000,.0000,2,1,169,.0000,.0000
17,330,766036,59,"7444 DOGWOOD STREET    PAC/314","LOT 4 DL 8097 LILLOET DISTRICT PL 31703",15,0,"9075-P4/13",12/16/1994,7/4/1995,0,.0000,.0000,2,1,169,.0000,.0000
21,331,766051,60,"102 ALSEK ROAD RESIDENCE, PART OF LAND CLAIM","LOT 56, BLOCK 27, PLAN 40721",24,0,"9075-H1/24",1/3/1995,2/14/1995,0,.0000,.0000,2,1,99,.0000,.0000
30,332,766054,59,"620 BEATTY STREET (PEDESTRIAN WALKWAY)","NE PORTION OF LOT N, BLK 49, DL 541, LD 36, PLAN 4656, NEW WEST DIST.",6,0,"9075-V3/439",2/1/1995,9/13/1996,0,.0000,.0000,2,1,255,.0000,.0000
14,333,766052,59,"DISPOSAL OF LIGHTHOUSE (1 ACRE SITE)","PART OF LOT 207, GROUP 1, KOOTENAY DISTRICT, B.C.",23,0,"9075-P79/1",2/1/1995,7/25/1995,0,.0000,.0000,2,1,173,.0000,.0000
32,334,766057,59,"DISPOSAL OF PART OF DOMESTIC SITE TO VILLAGE OF MASSET","PART OF LOT 1, D.L. 7, PLAN 6844, QUEEN CHARLOTTE DISTRICT",6,0,"9075-M6/35",2/2/1995,,1,.0000,.0000,2,1,127,.0000,.0000
17,335,834141,59,"SRW FOR STORM DRAIN","PART L.1, SEC.2 & 10, ESQ.DIST, PLAN 32699 (SRW PLAN 57398)",14,0,"9075-E6/67",3/8/1994,10/4/1994,0,.0000,.0000,2,1,65,.0000,.0000
21,336,766069,59,"EXCHANGE OF LOTS WITH THE UNITED CHURCH HOSPITAL","EXCHANGE LOT 1, BLOCK 3, FOR LOT 2, BLOCK 7, PLAN 3417.",15,0,"5400-B4/32",2/4/1995,11/7/1995,0,.0000,.0000,2,1,25,.0000,.0000
31,337,766060,59,"EAGLE RIVER FISH HATCHERY RETROCESSION OF RESERVE (PHASE I)","BLOCKS A,B,C AND D, SW 1/4 OF SEC. 33, TOWNSHIP 23, RANGE 5",24,0,"9075-S11/7",2/10/1995,3/31/1999,0,.0000,.0000,2,1,215,.0000,.0000
13,338,766102,59,"#1 CLEARWATER PLACE - HOUSE","LOT 144, DL 3512, KD, PLAN 14014",15,0,"9075-E3/4",4/5/1995,3/20/1996,1,.0000,.0000,2,1,63,.0000,.0000
14,339,765005,59,"LEASE OF COMMUNICATIONS SITE","",29,0,"5400-S23/50",4/15/1994,1/30/1995,0,.0000,.0000,2,1,237,.0000,.0000
15,340,766084,59,"LICENSE TO PROV FOR ISLAND HWY","",24,0,"9075-B40/3",4/22/1994,9/19/1994,0,.0000,.0000,2,1,27,.0000,.0000
30,341,766585,59,"PWC FEDERAL BUILDING - 305 S. BIRCH AVE.","LOT 1, PLAN 12121, DL 31, LILLOOET DISTRICT",14,0,"9075-O6/10",4/12/1995,12/6/1996,0,.0000,.0000,2,1,1,.0000,.0000
31,342,766495,59,"VACANT P.O. LOT","LOTS 1-3, BLOCK 103, SEC. 2, PLAN 968, D.L. 882, CASSIAR DISTRICT",14,0,"9075-N6/10",5/24/1995,9/22/1997,0,.0000,.0000,2,1,154,.0000,.0000
30,343,766100,59,"ABANDONMENT OF EXPROPRIATION OF PROPERTY THAT ENCROACHES ON 72ND ST.","PART OF S. 1/2 OF N. 1/2 OF SECTION 31, PLAN 7066 EXCEPT PARCEL B",23,0,"9075-B3/8",4/1/1995,9/17/1996,0,.0000,.0000,2,1,59,.0000,.0000
21,344,0,59,"VANIER PARK - BC GAS PIPELINE RIGHT OF WAY ACROSS FALSE CREEK AND VANI","DISTRICT LOT 3610",14,0,"9075-B3/8",4/10/1995,10/2/1997,1,.0000,.0000,2,1,255,.0000,.0000
13,345,766110,59,"VACANT PARCEL (0.2 HA) OUTSIDE OF EXISTING DND FENCE","PORTION OF D.L. 78, PLAN 1617, O.S. NANOOSE DISTRICT",6,0,"9075-N11/12",5/24/1995,,0,.0000,.0000,2,1,148,.0000,.0000
13,346,766107,59,"301 ELKHORN DRIVE (DOUBLE WIDE TRAILER)","LOTS 14 AND 17, D.L. 637, NOOTKA DISTRICT, PLAN 30672",15,0,"9075-G6/8",5/24/1995,10/31/1996,0,.0000,.0000,2,1,93,.0000,.0000
17,347,766114,59,"PORTION OF GORDON STREET","",23,0,"9075-N2/69",5/25/1995,2/6/1997,0,.0000,.0000,2,1,140,.0000,.0000
30,348,766591,59,"835 SPOKANE STREET - FED BLDG.","LOTS 15-20, BLK 7, PL 465 DL 230, K.D.",14,0,"9075-T7/1",9/5/1995,9/30/1997,0,.0000,.0000,2,1,250,.0000,.0000
31,349,766817,59,"WELLINGTON BLDG. ENVIRONMENT CDA OFFICE ON 3923 VICTORIA AVE.,","LOT 7, BLOCK 16, SECTION 5, PLAN 318-A, WELLINGTON DISTRICT",14,0,"9075-N2/72",11/21/1995,7/15/1997,0,.0000,.0000,2,1,140,.0000,.0000
27,350,766234,59,"RETURN A PORTION OF",".418 HECTARES PART OF SECTION 21,(SATURNA) COWICHAN DISTRICT",4,0,"9075-S99/5",12/11/1995,,0,.0000,.0000,2,1,211,.0000,.0000
13,351,766245,59,"AG. CAN. RESEARCH CENTRE - APPROX. 3 HA. TO DIST. OF SUMMERLAND","PART OF I.R.#1, DL 4701 ODYD",2,0,"9075-S22/20",1/9/1996,5/14/1996,1,.0000,.0000,2,1,235,.0000,.0000
29,352,766251,59,"3765 HART ROAD - RESEARCH STATION","LTS 11 & 12, PLAN 790, SEC. 10,TP 26, ODYD, REF. PLAN 'B'3057",2,0,"9075-K3/85",12/20/1995,,0,.0000,.0000,2,1,113,.0000,.0000
28,353,766254,59,"RETROCESSION OF PART OF AIRPORT","N1/2 OF SE1/4, SEC 20 EXCEPT PART IN PLAN 1843, MAP RESERVE 0148732",23,0,"9075-V4/13",1/24/1996,8/14/1996,0,.0000,.0000,2,1,258,.0000,.0000
13,354,766256,59,"TRANSFER OF ADMIN OF 2 HOUSES ON TC AIRPORT LANDS TO RCMP","N/A (NO LAND TRANSFER)",7,0,"9070-D7/7",1/24/1996,,0,.0000,.0000,2,1,55,.0000,.0000
27,355,766493,59,"1815 HARNESS ROAD, QUALICUM , B.C.","LOT 3 DL 30, NEW CASTLE DISTRICT, PL 37565",14,0,"9075-8-Q8/10",1/25/1996,3/12/1997,0,.0000,.0000,2,1,190,.0000,.0000
27,356,766491,59,"3074 STEPHAN ROAD, COURTENAY, B.C.","LOT C SECTION 22, COMOX LAND DIST., PL 8852N",14,0,"9075-8-C21/22",1/25/1996,3/10/1997,0,.0000,.0000,2,1,45,.0000,.0000
31,357,766336,59,"35 SYCAMORE - 2 STOREY HOUSE","LOT C SEC 53 CORMORANT ISLAND,RUPERT DIST., PL 14466",24,0,"9075-A5/29",2/6/1996,3/15/1999,0,.0000,.0000,2,1,11,.0000,.0000
30,358,766335,59,"HELL'S GATE - VACANT LAND (0.62 HA) BESIDE AIR TRAM","LOT 1 SHOWN ON PL B15989 S34 T9 RG 26 W OF 6TH MERIDIAN",24,0,"9075-H27/2",2/6/1996,3/31/1996,1,.0000,.0000,2,1,29,.0000,.0000
29,359,766338,59,"150 ALPINE VIEW STREET - TWO STOREY HOUSE","LOT 1, DL 595, NOOTKA DISTRICT, PL 35185",24,0,"9075-T1/15",2/6/1996,11/1/1996,0,.0000,.0000,2,1,238,.0000,.0000
31,360,766339,59,"26 BIRCH ROAD / TWO STOREY HOUSE","LT A, SECT 68, CORMORANT ISLAND, RUPERT DIST., PL 2163",24,0,"9075-A5/30",2/6/1996,8/22/1997,0,.0000,.0000,2,1,11,.0000,.0000
13,361,766271,60,"1 SINGLE DWELLING,2 DUPLEXES,2-VEHICLE GARAGE,1 STORAGE HUT","LOT Q, GR 1052, C.L.S.R. 41780.",23,0,"9075-D1/52",2/13/1996,9/5/1997,0,.0000,.0000,2,1,53,.0000,.0000
21,362,766154,59,"SEAL COVE SEAPLANE BASE - TRANSFER TO CITY OF PRINCE RUPERT","C/T NO. TJ18017",23,0,"9075-P17/64",8/1/1995,,0,.0000,.0000,2,1,185,.0000,.0000
31,363,766337,59,"23 MAPLE ROAD - OFFICE + CPC OUTLET (PRESENT USE)","1 STOREY + PARTIAL  BASEMENT, 367 M2 , BUILT 1965",14,0,"9075-A5/31",2/16/1996,4/15/1998,0,.0000,.0000,2,1,11,.0000,.0000
28,364,766334,59,"632 CARNARVON STREET, NEW WESTMINSTER","LOT 10, CITY BLOCK 13, PLAN 2620, NEW WESTMINSTER",14,0,"9075-N8/71",2/22/1996,1/30/1998,0,.0000,.0000,2,1,157,.0000,.0000
20,365,766283,59,"NAVIGATION & COMMUNICATION SITE","PART OF LOT 288, CLAYOQUOT DISTRICT (PID #009-398-147)",23,0,"9075-T6/38-3",11/30/1991,3/31/1997,0,.0000,.0000,2,1,247,.0000,.0000
20,366,766204,59,"NAVIGATION AND COMMUNICATION SITE","PART OF LOT 506, CLAYOQUOT DISTRICT (PID #009-405-925)",23,0,"9075-T6/38-4",11/30/1991,3/31/1997,1,.0000,.0000,2,1,247,.0000,.0000
20,367,766283,59,"NAVIGATION AND COMMUNCATION SITE","PART OF LOT 133, CLAYOQUOT DISTRICT (PID #009-391-436)",23,0,"9075-T6/38-1",11/30/1991,3/31/1997,1,.0000,.0000,2,1,247,.0000,.0000
20,368,766286,59,"NAVIAGATION AND COMMUNICATION SITE","PART OF LOT 144, CLAYOQUOT DISTRICT (PID #009-391-819)",23,0,"9075-T6/38-1",11/30/1991,3/31/1997,1,.0000,.0000,2,1,247,.0000,.0000
20,369,766287,59,"NAVIGATION AND COMMUNICATION SITE","PART OF LOT 280, CLAYOQUOT DISTRICT (PID #009-397-205)",23,0,"9075-T6/38-1",11/30/1994,3/31/1997,1,.0000,.0000,2,1,247,.0000,.0000
20,370,766288,59,"NAVIGATION AND COMMUNICATION SITE","SECTION 238, CLAYOQUOT DISTRICT (PID #010-158-499)",23,0,"9075-T6/38-2",11/30/1991,3/31/1997,1,.0000,.0000,2,1,247,.0000,.0000
13,371,766346,59,"DISPOSAL OF FISH HATCHERY","LOT 2, DL 2620, KDYD, PLAN 33856",24,0,"9075-C12/11",3/25/1996,9/10/1997,0,.0000,.0000,2,1,40,.0000,.0000
28,372,766440,59,"9620 RIVER RD- ANNACIS RANGE LIGHT","LOT 23, DL 133, DP 852, PL 5396, NEW WESTMINSTER DISTRICT",4,0,"9075-D/423",4/11/1996,9/30/1997,1,.0000,.0000,2,1,59,.0000,.0000
28,373,766438,59,"150 M2 LAND- 607 DOUGLAS FIR ROAD","ALL THAT PART OF LOT A,DL 4589, PLAN NEP23544, LYING WITHIN THE HEAVY",15,0,"9075-S18/14",4/11/1996,4/25/1997,0,.0000,.0000,2,1,226,.0000,.0000
30,374,765634,59,"SUBDIVISION OF LOT 4 BOSTON BAR","LOT 4 PLAN 32077",15,0,"9075-B6/9",4/11/1994,3/27/1997,0,.0000,.0000,2,1,29,.0000,.0000
31,375,766635,59,"SINGLE WIDE TRAILER W/THREE BEDROOMS - RESIDENCE NO. 1, SOLLAN RD.","GROSS AREA 792 SQ. FT",15,0,"9070-H62",7/24/1996,8/15/1997,0,.0000,.0000,2,1,105,.0000,.0000
31,376,766825,59,"775 TOPAZ STREET","OFFICE BLDG RENTAL- 1897 SQ.METER",14,0,"9075-V7/255",7/19/1996,11/30/1998,0,.0000,.0000,2,1,270,.0000,.0000
17,377,766623,59,"RESIDENCE - BUILDING FOR REMOVAL","SITED ON PART D.L. 689, SDYD, SHOWN ON PLAN M179",5,0,"9075-M16/5",9/7/1995,11/20/1996,0,.0000,.0000,2,1,135,.0000,.0000
17,378,766625,59,"RESIDENCE - 444 MAIN STREET","1STLY: L.5 & 6; 2NDLY: L.7 EXCEPT R/W PLAN A732; BLK.9, TWN.LILLOOET",11,0,"9075-L8/33",6/28/1996,5/14/1997,0,.0000,.0000,2,1,123,.0000,.0000
17,379,766644,59,"RETROCEDE AIRPORT HAZARD BEACON","PORTION OF SE 1/4, SECT.17, TWSP.2A, RGE.5, COAST DISTRICT",23,0,"9075-S14/41",7/12/1996,9/5/1996,0,.0000,.0000,2,1,221,.0000,.0000
31,380,766646,59,"TWO VACANT LOTS ON 8TH STREET","LOTS 1 AND 24, BLK 3, DL 16A, QUEEN CHARLOTTE DISTRICT, PLAN 934",24,0,"9075-Q2/31",9/5/1996,10/30/1997,0,.0000,.0000,2,1,193,.0000,.0000
17,381,766671,59,"PART OF THE DEEP SEA TERMINAL (DUKE POINT LAND EXCHANGE)","3.08 HECTARE OF LAND AT NANAIMO HARBOUR",23,0,"9075-N2/74",9/9/1996,1/23/1998,0,.0000,.0000,2,1,140,.0000,.0000
13,382,766657,59,"A LOT WITH HOUSE  ON 1714 - 9TH AVENUE","LOT 4, BLOCK 10, PLAN 4268",13,0,"9075-J1/12",9/18/1996,10/11/1996,1,.0000,.0000,2,1,109,.0000,.0000
28,383,766655,59,"A VACANT LOT ON 1506 - 10 A AVENUE","LOT 5, BLOCK 1, PLAN 4268",13,0,"9075-J1/16",9/18/1996,11/30/1901,0,.0000,.0000,2,1,109,.0000,.0000
28,384,766653,59,"A VACANT LOT ON 1714 -8TH AVENUE","LOT 4, BLOCK 9, PLAN 4268",13,0,"9075-J1/11",9/18/1996,6/29/1901,0,.0000,.0000,2,1,109,.0000,.0000
17,385,765875,60,"TRANSFER OF ADMIN.","LOTS 7-15, 24 & 25, BLOCK 5, MAYO, YUKON, PLAN 21592",23,0,"9070-M8/12",1/1/1994,7/18/1996,0,.0000,.0000,2,1,128,.0000,.0000
17,386,766660,60,"2 STOREY RESIDENCE","LOTS 11-15, BLOCK 5, MAYO, YUKON, PLAN 21592",23,0,"9070-M8/12",1/1/1994,11/28/1996,0,.0000,.0000,2,1,128,.0000,.0000
17,387,766661,60,"1.5 STOREY HOUSE, DOUBLE GARAGE","LOTS 7-10, 24 & 25, BLOCK 5, MAYO, YUKON, PLAN 21392",23,0,"9070-M8/12 VOL-2",1/1/1994,11/28/1996,0,.0000,.0000,2,1,128,.0000,.0000
31,388,766667,59,"TAC A/P LAND AT MV TO PROVINCE - MINISTRY OF FORESTS","PARCEL A (86318M) D.L.258, RANGE 3, COAST DISTRICT",23,0,"9075-P23/5",11/8/1996,8/27/1998,0,.0000,.0000,2,1,189,.0000,.0000
32,389,766489,60,"LICENSE FOR ELECTRICAL UTILITY LINE","LOT 435-191-1, PLAN 57116 CLSR, 35041 LTO",14,0,"9075-W7/435",6/13/1996,,0,.0000,.0000,2,1,287,.0000,.0000
29,390,766688,59,"TRANSFER PIPELINE RESERVE TO CITY OF FORT ST. JOHN (CHARLIE LAKE)","50'STRIP OF BLK.A,SEC.17,TWP.84,RGE.19.W6M,PEACE R.DIST,PLAN 3162 + QC",24,0,"9075-C102/2 VOL4",5/19/1995,,0,.0000,.0000,2,1,80,.0000,.0000
