"intStatusID","intProjectID","memStatus","datUpdate"
1638,193,"Property has been attested to  value of $74,000. Price has been identified to  Province.  They will respond to PWGSC  by the end   of this month.   ","7/12/2000"
1639,193,"Awaiting offer by Province by July  30, 2000.   ","7/19/2000"
1640,193,"Awaiting offer from Province by  ","7/25/2000"
1642,193,"Province have been given one more  month to strike a deal with lessee-s (reevaluate  position at end of August, 2000)   ","8/2/2000"
1643,193,"Awiting advice from the  Province that an agreement has been entered into  with private land owners.   ","11/9/2000"
1644,193,"Contacted Glen Moyer re status   of lands.  He indicated that he would get back to   me on Jan 20 to advise if any settlment had been  reached with Kelms.   ","1/10/2001"
1645,193,"Request sent to DOJ  requesting review of aboriginal title.  Working on  gathering document for proof of admin.   ","9/28/2001"
1646,193,"Waiting for City of New West to  confirm whether they will register easement dated   1988.   ","11/2/2001"
1647,193,"City of New West confirmed they  will register the easement over our lot but they  want to use a new agreement.   There is also easement over Lot 3 that should be  registered.  That lot is now owned by someone  other than the City.  The City will contact the  present owner and get it registered.  The license   with FRPD will expire Dec. 31, 2001.  We will  likely let it lapse since they don't want to pay  anything for occupying there and we don't want to   encumber our land with a license if it is going to  be on the market soon.  DOJ will investigate the  necessity of registering the Right of Way  regarding CN's sewer pipeline on our lot.  Still  waiting for DFO to confirm that they don't have  any documents showing that they came to PWGSC to  acquire the property on their behalf.December 13,   2001 - City of New West confirmed their interest  in our property.   ","11/9/2001"
1648,193,"City of New West  said their  lawyer is preparing an offer to purchase.  I told   them that we must use our Offer to Purchase form.   ","12/14/2001"
1649,193,"Transfer and acceptance of  administration from PWGSC to DFO completed on Jan.  9, 2002.   ","1/11/2002"
1651,193,"TFound out legislation has  changed and perhaps more remediation needs to be  done.  Collin Kingman contacted on Jan. 17,2002 to  determine what more needs  be done.  He said he  won't have a chance to do it until Feb. 2002.  Left message in Michelle Miller's voice mail  alerting her of the possiblity of further  remediation.January 25, 2002 - sSoilcon  Laboratory, consultant hired by the City of New  West. requested permission for a site .  T.Wan  will meet them on site on Jan. 29, 2002.   ","1/17/2002"
1652,193,"Soilcon Laboratory, consultant   hired by the City of New West. requested  permission for a site .  T.Wan will meet them on  site on Jan. 29, 2002.   ","2/5/2002"
1653,193,"We need to do a report  summarizing what we remediated against today's  standards on remediation.   ","2/5/2002"
1654,193,"talked to Tara Crooks and  ","2/20/2002"
1655,193,"2002 - taReceived environmental report  from the City and passed it over to Collin Kingman  on March 1/02.   Faxed and mailed original license to Scott Paper  for their completion.  ","3/5/2005"
1656,193,"tNegotiating to renew licence with  Fraser River Pile and Dredge Ltd.   ","5/8/2002"
1657,193,"Drafting license agreement.  FRPD  agreed to paying $200 per month, plus property  tax.  Will grant license for 1 year.   ","5/10/2002"
1658,193,"Enviro Consultant cost $47,836 plus fees est. $4,000. Andrew Mylee to engage consultant.   ","7/2/2002"
1659,193,"Rec'd a call from Ms. Scheving at the City.  They are no longer interested in acquiring this property. ","7/5/2002"
1660,195,"Call from M.E. VanDussen re:Sewer  charges.    U. of Vic. - Fred Fisher - VP - 721-7018 ","4/29/1996"
1661,196,"DISBURSEMENTS $1500.00  Jul14/98 - 24 hours notice required for MoTH to  cut cheque    ","10/6/3896"
1662,196,"TB submission approved - TIS at DOJ    ","7/14/1998"
1663,196,"TAC prepared and at MoTH lawyer with  plans for registration    ","9/4/1998"
1664,196,"plans and documents with Moth lawyer for  registration in LTO    ","10/29/1998"
1665,196,"PLANS REGISTERED AND MONEY PAID -  WAITING FOR LTO COPIES    ","1/21/1999"
1666,196,"OIC in progress from Province for  trapezoid part of east 500'    ","4/14/1999"
1667,196,"Provincial lawyer to provide OIC and  upon acceptance letter proceed with LTO  registartion ","6/25/1999"
1668,196,"PrProvince  attempting to register plans in LTOand transfer  parcel to DND   ","8/23/1999"
1669,196,"DND HQ have sent TB Submission  and request for PWGSC to complete transfer to CLC     ","2/21/2000"
1670,196,"In a meeting with the stakeholders,  including MoTH, the Regional District, Town of  Comox, DND and private landowners, a watershed  management plan was reviewed.  The stakeholders  plan to enter into an MOU that will identify how  the ownership of the ditch will be transfered to  the Regional District by way of a Local Area Bylaw  inwhich all stakeholders will contribute towards  the management and maintenance of the ditch.    Next meeting Feb 2002.December 21, 2001 -  ","10/15/2001"
1671,197,"Crown Lands to prepare OIC to complete  the project, as official plan of area is now in  place. Letter sent September 21,1995.    ","9/28/1995"
1672,197,"rown Lands to prepare OIC to complete   the project, letter sent September 21,1995.  Follow-up with BCL pending.    ","2/14/1997"
1673,197,"BC Lands to prepare OIC to complete  the project; last letter sent September 21,1995.  Follow up with BCL pending.    ","2/14/1997"
1674,197,"Followed up with BCL 97-02-25.  File  will be processed but being held up by BCL & BC  Ferry dispute.  To call April 1/97.    ","3/7/1997"
1675,197,"Followed up with BCL 97-02-25.  File  will be processed but being held up by BCL & BC  Ferry dispute.  To call April 97.    ","4/17/1997"
1676,197,"File will be processed but being held   up by BCL & BC Ferry dispute.  Follow up with SCH   (Amelia) with reference to BC Hydro easement.    ","6/6/1997"
1677,197,"Conver. with Prov on 970602 is that  file will be processed but held by disputes btwn.   Prov & BC Ferries.  Follow up with SCH (Amelia)  ref BC Hydro easemt    ","6/6/1997"
1678,197,"Conver. with Prov on 970602 is that  file will be processed but held by disputes btwn.   Prov & BC Ferries.  Discuss with B. Dane BC Hydro   easement    ","6/13/1997"
1679,197,"Conver. with Prov on 970602 is that  file will be processed but held by disputes btwn.   Prov & BC Ferries.  Discuss with B. Dane BC Hydro   easement.    ","6/20/1997"
1680,197,"Conver. with Prov on 970602 is that  file will be processed but held by disputes btwn.   Prov & BC Ferries.  Awaiting reply from Prov on  specifics on issues    ","7/23/1997"
1681,197,"Conver with Prov on 970602 is that  file will be processed but held by disputes btwn.   Prov & BC Ferries.  Awaiting reply from Prov on  specifics on issues    ","8/19/1997"
1682,197,"Conver with Prov on 970602 is that  file will be processed but held by disputes btwn.   Prov & BC Ferries.  Awaiting reply from Prov on  specifics on issues    ","8/19/1997"
1683,197,"Conver with Prov on 970821 - file will  be processed - issues btwn Prov & BC Ferries are  concerning BC Ferries not willing to pay rent.    ","8/21/1997"
1684,197,"Conver with Prov on 970821 - file will  be processed - issues btwn Prov & BC Ferries are  concerning BC Ferries not willing to pay rent  (Crown Corp).    ","9/25/1997"
1685,197,"Issues btwn Prov & BC Ferries delaying  processing - BC Ferries not willing to pay rent -   follow up letter sent to Prov. 97-10-14.    ","10/17/1997"
1686,197,"Issues btwn Prov & BC Ferries delaying  processing - follow up letter sent to Prov.  97-10-14; to follow up with BC lands again    ","11/19/1997"
1687,197,"Issues btwn Prov & BC Ferries delaying  processing. M.McCannon of Env/Lands says BC  Ferries have no further interest in negotiating.  No resolution yet.    ","12/5/1997"
1688,197,"Issues btwn Prov & BC Ferries delaying  processing. M.McCannon of Env/Lands says  negotiating not happening at moment so there is no  resolution yet.    ","1/6/1998"
1689,197,"Issues btwn Prov & BC Ferries delaying  processing. M.McCannon of Env/Lands says  negotiating not happening at moment so there is no  resolution yet    ","1/21/1998"
1690,197,"Letter sent to BC Lands for current  status 98-09-01.    ","9/1/1998"
1691,197,"Follow up letter sent to B.C. Assets  on 98-12-18.    ","12/18/1998"
1692,197,"Copy of plan forwarded to BC Assets  99-01-15 at the request of M. McCammon.    ","1/15/1999"
1693,197,"M. McCammon forwarded amended OIC  dated Feb. 1994.  Forwarded to H. Gill 99-01-25.    ","1/25/1999"
1694,197,"M. McCammon forwarded amended OIC  dated Feb. 1994.  To H. Gill 99-02-02. ","1/29/1999"
1695,198,"DND, Ottawa to confirm administration   so as to allow PWC to retrocede portions of site   not required by TC.    ","10/2/1995"
1696,198,"PROOF OF ADMIN SIGNED AND RETURNED.   STATUS REPORT SENT TO NDHQ - DISCUSSED STATUS  WITH WENDY SPELLER, BCL PG.  CANCELLING DOCS TO  BE ISSUED MID-NOV?    ","10/17/1996"
1697,198,"LDU number being requested by  Municipal Grants.    ","11/5/1996"
1698,198,"Requested status update from B C  Lands.    ","12/12/1996"
1699,198,"Requested status update from B C  Lands.  Awaiting LD#.    ","12/12/1996"
1700,198,"Awaiting status report from Province.    ","1/27/1997"
1701,198,"Awaiting status report from Province.   Should contact Mark Yawney at Province re field  inspection of DL 12404.    ","2/3/1997"
1702,198,"Contacted Mark Yawney at BC Lands.  He  advised the field inspection probably won't be  carried out until late March/April 1997.  BF'd  file for end April.    ","2/27/1997"
1703,198,"File assigned over to Louise St.  Peters.  Follow up with B.C. Lands.      ","5/8/1997"
1704,198,"File assigned over to Louise St.  Peters.  Follow up with B.C. Lands.  Followed up  ","7/29/1997"
1705,198,"Project being held up by BC Lands -  Could be later in 1998.  Client notified - Aug.  1997.    ","6/22/3897"
1706,198,"Material regarding status on file sent  to R. Prud'homme Jan. 98.    ","2/26/1998"
1707,198,"Material regarding status on file sent  to R. Prud'homme Jan. 98. More material sent  98-03-09 to TC HQ.    ","3/16/1998"
1708,198,"Contact made with Province 98-12-14.    These may complete this fiscal year.    ","12/22/1998"
1709,198,"Province forwarded right-of-way plans.  Talked to R. Prud'homme.  Told to forward to HQ  Navcan.   ","1/15/1999"
1710,198,"Followup done August 99 on  cancellation of OICs.   ","10/21/1999"
1711,198,"Received cancelling documents.  ","2/29/2000"
1712,200,"   Interested party:	Doug O'Brian - 479-7900  					Cottage Grove Development Ltd.  					4764 Beaver Road  					Victoria, B.C.  					V8X 3X1    					Klaas Vandenbos  					McDonal Realtors  					113 - 100 Park Royal  					West Van, V7T 1A2  					Ph. 926-6718  Fax 925-0828    ","8/13/1996"
1713,200,"realtor selected, Don Brecknere    NOTE TO LOUISE RE: 98/99 DISBURSEMENTS  $2500.00    ","6/2/1997"
1714,200,"Rezoning on hold until response is  received from First Nations - may sell without  rezoning    ","7/20/1998"
1715,200,"Letters sent to First Nations    ","7/20/1998"
1716,200,"Telephone message from Songhees asking  for meeting    ","9/3/1998"
1717,200,"Joe arranging meeting with First  Nations   ","1/18/1999"
1718,200,"Joe consulting with First  Nations   ","10/6/1999"
1719,200,"Project transferred to Steve Jung ","1/25/2002"
1720,202,"transaction has been completed and client  notified  -we have received confirmation that MOTH has  received the transfer document  - we can close the file once we get the  registration particulars from DOJ's Document  Depository.    ","5/13/1996"
1721,202,"Grant sent to Minister of Highways on March 12, 96.  Waiting for confirmation of  registration.    ","8/28/1996"
1722,202,"clerk, mun grants and client have been  notified  - Anne Pearse will let me know if they received  the documentationeeded from Theresa required to  close their file  ","9/18/1996"
1723,202,"Confirmation from Dennis Gibbs and copy   of registration in the Document Depository- file   closed and sent to CR","9/30/1996"
1724,204,"REMEDIATION OF SITE COMPLETE - INAC  AWAITING WRITTEN CLEARANCE FROM BC ENVIRONMENT  BEFORE CONTACTING US TO COMPLETE TRANSFER TO  PROVINCE    NOTE TO LOUISE RE; 98/99 DISBURSEMENTS  $1500.00      ","6/1/1998"
1725,204,"Environmental report complete -  awaiting request from INAC to complete transfer of  site to Province ","2/8/1999"
1726,204,"INAC waiting  for approval from BC Environment before we can  retroced lands   ","10/6/1999"
1727,204,"Sent a reminder letter to INAC  requesting a status report.   ","8/25/2000"
1728,204,"BCAL contacted PWGSC requesting  update on status.  Response being prepared in  writing.   ","3/14/2001"
1729,204,"Sent a 'summary' of background  correspondence on file to BCAL  for its review.  Awaiting response on status.   ","3/22/2001"
1730,204,"BC MOeLP forwarded Conditional  Certificate of Compliance to PWGSC for review and   comment.   ","5/14/2001"
1731,204,"Letter to DOJ requesting file be  reopened pending MOeLP's Conditional Certificate  of Compliance for execution.   ","5/25/2001"
1732,204,"Held in abeyance pending DOJ  review of provincial clearance documents.   ","7/17/2001"
1733,204,"DOJ are reviewing status of  file. Awaiting comments before responding to  Province.   ","10/17/2001"
1734,204,"Awaiting response by DOJ as to   my comments re status.   ","10/22/2001"
1735,204,"Awaiting response by DOJ as to  my comments re status.   ","1/8/2002"
1736,204,"MoELP is conducting a  monitor/clean up of the site in the spring in an  attempt to satisfy itself that the site has been  left clean and tidy.   ","1/24/2002"
1737,204,"Requested a status update on this   site to Province. Await response.   ","6/13/2002"
1738,204,"Requested a status update on this  site to Province. Await response.   ","7/2/2002"
1739,204,"Province is waiting for  information from DIAND-Whitehorse so that it can  complete the CoC document re monitoring. ","7/15/2002"
1741,213,"May 15, 1996    ","5/15/1996"
1742,213,"January 3, 1997 ","1/3/1997"
1743,214,"DOJ preparing transfer/acceptance  documents; MOTH has prepared plan & awaits TAC's    ","7/24/1996"
1744,214,"Transfer documents sent to MOTH; MOTH   to providregistration particulars.    ","10/4/1996"
1745,214,"Transfer documents sent to MOTH;  Document registered in LTO ","11/20/1996"
1746,216,"DFO to PWC trans.-Accom. advised  93-01-22 & 94-07-04 95-01-09.  96-9-16 Joe  ","9/16/1996"
1747,216,"96 - J.Marston PWGSC ok to proceed with  transfer.        ","3/1/2001"
1748,216,"DFO to PWC trans.-Accom.advised  93-01-22 & 94-07-04 & 95-01-09.  Joe Marston OK to  proceed 96-10-01. TIS sent to DOJ.    ","11/4/1996"
1749,216,"Waiting for TA document with DOJ  countersignature.    ","6/17/1997"
1750,216,"Original Transfer document and State  of Title Certificate to Land Information &  Surveys.  Transfer completed. ","6/25/1997"
1751,219,"Ministry of Environment, Lands & Parks  has sent the City of Nelson an application for a  lease over the parcel. No word from City.    ","9/28/1995"
1752,219,"Reserve cancelled in the name of  Public Works Canada.(June 17, 1993). ","7/29/1997"
1753,223,"Project is in abeyance.    ","10/4/1995"
1754,223,"New appraisals done 1996.  CN & FRHC  want to settle this land exchange this year.    ","4/23/1996"
1755,223,"Met with Katzie Band.  They have  concerns regarding archaeoligical sites.    ","1/24/1997"
1756,223,"Agreement sent to CN. ","6/4/1997"
1757,224,"DFO to PWC trans.-Accom. advised  93-01-22 & 94-07-04 95-01-09.  96-9-16 Joe  ","9/16/1996"
1758,224,"96 - J.Marston PWGSC ok to proceed with  transfer.        ","3/1/2001"
1759,224,"DFO to PWC trans.-Accom.advised  93-01-22 & 94-07-04 & 95-01-09.  Joe Marston OK to  proceed 96-10-01. TIS sent to DOJ.    ","11/4/1996"
1760,224,"Waiting for TA document with DOJ  countersignature.    ","6/17/1997"
1761,224,"Original Transfer document and State  of Title Certificate to Land Information &  Surveys.  Transfer completed. ","6/25/1997"
1762,227,"Transport Canada has decided to  combine this transaction with the airport  transfer project-Nancy Oster takes over fromm  Dennis Gibbs and PWGSC no longer needed  ************************PROJECT  CLOSED*************************** ","7/10/1997"
1763,232,"telecon from Murray Carpenter of CanFor  re: buildings at the hatchery site-a site visit  this summer will determnine whethethey are  interested in keeping the buildings as outlined in  the lease agreement    ","5/16/1997"
1764,232,"waiting response from Canfor regarding  accepatance of buildings    NOTE TO LOUISE RE; 98/99 DISBURSEMENTS $1000.00   ","9/30/1997"
1765,232,"Canfor contacted PWGSC to  apologise for dealy in response (office relocation  has caused delays).  Ms. Chan will respond asap.  rega   ","1/26/2001"
1766,232,"Sent follow up fax to Can.  Forest Products on Feb 6/01 requesting a response   to our Jan 24, 01 letter.   ","2/6/2001"
1767,232,"Received letter from Canfor  indicating they have no interest in these  buildings and should be disposed of.  Forwarded  copy of letter to DFO for review.   ","3/1/2001"
1768,232,"DFO are reviewing background  correspondence and interest by Nimpkish before  making decision to demolish and/or remove  improvements from Canfor's land.   ","4/18/2001"
1769,232,"DFO have instructed us to determine  whether Namgis FN have any continued interest in  these building. They have been given 30 days to  respond.   ","5/14/2001"
1770,232,"DFO have instructed us to determine  whether Namgis FN have any continued interest in  these building. They have been given 30 days to  respond.    BF file.   ","5/14/2001"
1771,232,"Namgis First Nation have expressed  an interest in taking over improvements.  Await  confirmation from CFP that they will enter into  lease agreement w/ NFN   ","6/14/2001"
1772,232,"Namgis First Nation have confirmed  its interest in taking over improvements.  Canfor   has been advised to negotiate tenure with Namgis,   if acceptable.   ","6/25/2001"
1773,232,"Called Canfor to determine status.   They advised they are reviewing Namgis'  application for tenure and will get back to me  with a decision in two weeks.   ","7/3/2001"
1774,232,"Canfor are reviewing the  possibility of entering into a lease arrangement  with Namgis.   ","7/17/2001"
1775,232,"Still no response from Canfor.  Sent another reminder letter to Canfor requesting   status update.   ","8/27/2001"
1776,232,"Wrote letter to Namgis to  provide them with a 30 deadline to negotiate a  successful   ","9/28/2001"
1777,232,"Wrote letter to Namgis to  provide them with a 30 deadline to negotiate a  secured agreement for tenure.   ","10/3/2001"
1778,232,"Call received from Namgis  requesting a copy of DFO's lease agreement for  negotiation purposes.  Copy sent.   ","10/17/2001"
1779,232,"Awaiting confirmation from  Namgis that negotiations with Canfor have been  concluded on tenure.   ","11/19/2001"
1780,232,"Reminder letter sent to Namgis  requesting time frame to complete negotiations on   tenure with Canfor.   ","12/13/2001"
1781,232,"Still no response to follow up   phone call.   ","1/24/2002"
1782,232,"Awaiting completion of  negotiations between Canfor and Namgis.   ","3/14/2002"
1783,232,"Gave Namgis First Nation one more   month to complete negotiations with Canfor -  expires on May 6, 2002 then we proceed to  demolish.   ","4/5/2002"
1784,232,"Namgis Management Board have  advised today by telephone that they are expecting  to hear back from Canfor re the lease agreement  any day now.   ","5/15/2002"
1785,232,"Doug called to advise a meeting  will be held with Canfor on May 28 to make a decision on lthe ease, otherwise June 15, 2002. He  will keep me posted.   ","5/17/2002"
1786,232,"Namgis confirmed the agreement  between Canfor and Namgis has been approved in  principle.  The language and lease terms will be  discussed  on Sep 12. ","8/8/2002"
1787,237,"Subdivision design required; to result  from joint City/PWC planning exercise?    ","3/9/1994"
1788,237,"Appraisal underway.    ","7/23/1996"
1789,237,"Lois negotiating with YTG for  land/building as is.  City still interested?   Subdivision & CEAA report req'd.    ","1/21/1997"
1790,237,"Lois requested clarification from Terry  Tetrault and Bonnie MacKenzie re: Sale price less   than MV negotiated BM / YTG.    ","2/28/1997"
1791,237,"98-01-08 - Disposal on hold a Joe M is  negotiating with YTG","1/8/1998"
1792,244,"This is second go around for property  -Was to be transferred to DIAND but when the  transfer documents reached their Deputy Minister   for signature project was rejected  -property was re-circulated  -RD of Fraser-Fort George expressed interest if  province would purchase it for them  -province said OK if it was free then they'd  transfer it to the RD  -RD then informed market value is required and an   estimate of $21,400 based on 1995 assessment was   quoted  -RD concerned over what market value is due to a  number of issues(see letter dated July 12,1996)   -An appraisal was requested and a value of $12,500  was given bPeter Clark  -sent this to RD April 4, 1996, to respond by  ","5/20/1996"
1793,244,"if interested  ","4/18/1996"
1794,244,"letter sent to RD notifying them that  their lack of response was interpreted as a  negative response and that there would be a sale   of the property by public tender   ","4/4/1996"
1795,244,"received call from RDF-FG wishing to  listed on the interested parties list for tender   packages - last week asked Peter Clark to give me  a value for the property  ","5/27/1996"
1796,244,"tender package in computer- waiting for  info from RD and Steve Burke as to the status of   buildings and dock-they may have been  removed-Steve Burke mentioned they may now want to  keep the facility and package it with the airport  transfer as a waterdrome  -Robert Prud'homme says no way, it's to be sold  and continue wittender.  - PROJECT ON HOLD UNTIL OUTCOME OF BASE IS DECIDED  ","5/29/1996"
1797,244,"Robert has requested we resume with the   disposal of thproperty  ","8/12/1996"
1798,244,"tender documents sent to Contracts and  ads ordered fonewspapers  - tender closing date is September 9th, 1996  ","8/15/1996"
1799,244,"received a Priority Post envelope today   in the mail run containing an offer to Purchase  form completed and a copy of the deposit cheque  notated that the original had been sent to  treasury- I walked it down to T & C and gave it  to Mark Richter- he said he would contact  treasury and tell them not to cash the deposit  cheque- the offer was from David Boyes  ","9/5/1996"
1800,244,"Tender closed and awarded to highest  bidder  - Carol and Roger Levasseur sent confirmiation  letter and copy of executed Offer to Purchase  - Letters of rejection sent to unsuccessful  bidders  ","9/11/1996"
1801,244,"transaction completed","11/15/1996"
1802,248,"Appel Estates to obtain priority  agreements.  Form C release has been prepared by   DOJ.    ","1/6/1996"
1803,248,"Appel Estates to obtain priority  agreements.  Form C release has been prepared by  DOJ.  File sent to CR October 16, 1997.    ","10/15/1996"
1804,248,"Appel Estates to obtain priority  agreements.  Form C release has been prepared by  DOJ. On hold until we receive agreemts. File sent   to CR 96/10/16    ","10/15/1996"
1805,248,"Appel Estates needs to obtain  additional priority agreements.  No response to my  letters.    ","9/23/1997"
1806,248,"Joe Gormley spoke to Appel.  He will  review status of o/s priority releases and send us  letter. ","11/21/1997"
1807,251,"TIS sent to DOJ - TA from DND to TC  then TAC to Prov. for $1.00.  TAC sent to MOTH  96-11-29    ","11/28/1996"
1808,251,"TA from DND to TC,then TAC to Prov.  for $1.00.  TAC sent to MOTH 96-11-29 ","12/3/1996"
1809,255,"Appraisal in and approved. Offer to CRD.    ","4/12/1996"
1810,255,"Preparing request for transaction documents to DOJ.    ","9/16/1996"
1811,255,"TIS sheet prepared.  Awaiting Proof of Admin. from NDHQ.    ","10/18/1996"
1812,255,"TIS Sheet prepared.  Plan of Subdivision being amended and legal being written.  Awaiting Proof of Admin from NDHQ.    ","10/18/1996"
1813,255,"Reference plan amended to show correct title block. TIS prepared and forwarded to DOJ with documents.    ","10/23/1996"
1814,255,"Meeting with Ann Doyle re transaction details (96.11.18).  Need to confirm proof of admin and whether Hydro still have requirement for r/w access.    ","11/19/1996"
1815,255,"Meeting with Ann Doyle to discuss transaction details (96.11.18).  Need to confirm proof of admin and whether Hydro still have requirement for r/w access    ","11/20/1996"
1816,255,"Unregistered R/W License in favour of B.C. Hydro assigned over to C.R.D.  CClosing date 17 December 1996.    ","12/12/1996"
1817,255,"Transaction closed as of December 18, 1996.  DOJ to send cheque for $320K for deposit.    ","12/19/1996"
1818,255,"Sent cheque to PWGSC-HQ for deposit in DRPRF.  Awaiting copies of registered plan from DOJ.    ","1/9/1997"
1819,255,"Registered plan received.  Forwarded copies to client and B.C. Hydro.","2/4/1997"
1820,262,"had a request from owner to remove easement over the strip.","4/1/2001"
1821,276,"Provice accepts 05-29-95. TIS to DOJ.   PCL A offered to MOF 05-29-95.     ","12/3/1996"
1822,276,"DOJ reviewing files.  Environment  Canada tenure DL 1607 - try to exclude from  retroc. Don McKinnon preparing legal desc.    ","12/3/1996"
1823,276,"Sent TAC document to DOJ - they will  send to solictor for Province.            ","6/4/1997"
1824,276,"Transfer completed. ","8/15/1997"
1825,277,"Completed Sept. 9/96 ","9/27/1996"
1826,285,"INAC to advise of its interest to  acquire portion olot 1080 and lot 1084    ","12/3/1996"
1827,285,"HC agreeable to trnsf. values. INAC to  advise of itinterest to acquire portion of lot  1080 and lot 1084 at revised value.    ","12/3/1996"
1828,285,"Subdivision plan registered.  YTG ok  to proceed with transfer.  Waiting for DOJ  approval of transaction to proceed with request  for Privy Coucil order.    ","6/9/1997"
1829,285,"Requested P.C.    ","9/23/1997"
1830,285,"PC sent to DOJ-Whse with request to  close trans.with YTG.    ","10/15/1997"
1831,285,"Waiting for $4,000 from YTG/DOJ.   INAC-Ottawa looking for funds to complete their  purchase.    ","11/21/1997"
1832,285,"Rec'd $4,000 from YTG/DOJ.   INAC-Ottawa looking for funds to complete their  purchase.    ","12/10/1997"
1833,285,"Rec'd $4,000 from YTG/DOJ.   Waiting  for DOJ to confirm registration in LTO. ","1/28/1998"
1834,286,"Parcel to be transferred to the City of Prince George.","1/5/1996"
1835,292,"AWAITING TC DECISION ON TB SUBMISSION   re:TENANT PURCHASE    ","9/19/1996"
1836,292,"TB SUBMISSION no go per F&O - awaiting  authorizatioto proceed with disposal from Jill  Inglis F&O    ","12/5/1996"
1837,292,"B SUBMISSION no go per F&O - awaiting   authorization to proceed with disposal from Jill   Inglis F&O    ","12/27/1996"
1838,292,"TB SUBMISSION no go per F&O - awaiting  authorizatioto proceed with disposal from Jill  Inglis F&O.-fed.tenant    ","1/7/1997"
1839,292,"Project on hold by INAC until July  4/97.    ","2/25/1997"
1840,292,"Project off hold 97-07-18.  Will list   with tenant lease.  Awaiting lease docs from F&O.    ","7/29/1997"
1841,292,"Property listed with Realty World for   $127,000.  Hold put on listing 97-09-26 ref.  tenant notice.    ","9/30/1997"
1842,292,"Property listed but now on hold due to  rental dispute with tenant.  In hands of Justice.   F&O to keep me informed.    ","11/19/1997"
1843,292,"Will also have to conduct a risk  assessment on property to see whether aboriginal   title exists.    ","2/26/1998"
1844,292,"Conv. with J. Inglis 99-01-18.  Tenant  given 12 mos. notice Dec. 98.  Property can be  listed Jan. 2000.     ","1/19/1999"
1845,292,"Proceed with disposal as per Jill  Inglis - May 20/99.    ","6/4/1999"
1846,292,"Property is listed for $89,000 with  Roy Webber.   ","7/9/1999"
1847,292,"Property sold for $84,000 -  completion date Aug. 25/99. ","8/26/1999"
1848,293,"AWAITING TC DECISION ON TB SUBMISSION   re:TENANT PURCHASE    ","9/19/1996"
1849,293,"TB SUBMISSION no go - awaiting  instructions to proceed w/disposal from Jill  Inglis F&O    ","12/5/1996"
1850,293,"TB SUBMISSION no go - awaiting  instructions to proceed w/disposal from Jill  Inglis F&O.-fed.tenant    ","1/7/1997"
1851,293,"Project on hold until July 4/97 by  INAC.    ","2/25/1997"
1852,293,"Hold off project 97-07-04.  Ready to  list property 97-07-18.    ","7/18/1997"
1853,293,"Hold off project 97-07-04.  Ready to  list property 97-07-18.  Realtor contacted.  Sell   subject to lease - awaiting lease docs from F&O.    ","7/29/1997"
1854,293,"Hold off project 97-07-04.  Listed  property 97-08-25.  Sell subject to lease -  awaiting lease docs from F&O.    ","8/29/1997"
1855,293,"Property sold 1997-09-16 to tenant. ","9/22/1997"
1856,295,"AWAITING TC DECISION ON TB SUBMISSION   re:TENANT PURCHASE    ","9/19/1996"
1857,295,"TB SUBMISSION no go-awaiting  instructions from Jill Inglis F&O to proceed with   disposal.    ","12/5/1996"
1858,295,"TB SUBMISSION no go-awaiting  instructions from Jill Inglis F&O to proceed with   disposal.-fed.tenant.    ","1/7/1997"
1859,295,"Project on hold by INAC until July  4/97.    ","2/25/1997"
1860,295,"Project off hold - ready to list July   18/97.    ","7/18/1997"
1861,295,"Project off hold - ready to list July   18/97. Awaiting lease docs. from F&O - selling  with lease.    ","7/29/1997"
1862,295,"Project off hold - ready to list. Will  sell with tenant occupying premises - awaiting  further instruct. from F&O re this issue.    ","9/30/1997"
1863,295,"Project on hold until rental dispute  solved with other Prince Rupert property.    ","11/19/1997"
1864,295,"Property vacant 98-01-31.  Must  conduct risk assessment whether aboriginal title  exists.    ","2/26/1998"
1865,295,"Crown Grant sent to Justice 98-06-05  for opinion on aboriginal issue.    ","6/11/1998"
1866,295,"Consultation with aboriginal groups  complete.  List property.     ","1/19/1999"
1867,295,"Property is listed with Windermere  Realty at $109,900.    ","3/5/1999"
1868,295,"Property sold 99-03-23 for $88,000.    ","3/24/1999"
1869,295,"Property sold 99-03-23 for $88,000.  Completion date 99/04/23.  Two subjects to be  removed.    ","3/24/1999"
1870,295,"Offer for $88,000 fell through  99/03/29.  Subject to inspection did not meet  purchaser's expectations.    ","3/29/1999"
1871,295,"Listing price decreased to $94,900 in   ","5/11/1999"
1872,295,"Property sold for $82,000 with closing  date of 99/06/25.    ","5/4/1999"
1873,295,"Property sold for $82,000 with  completion date of June 25/99. ","6/4/1999"
1874,297,"AWAITING TC DECISION ON TB SUBMISSION   re:TENANT PURCHASE    ","9/19/1996"
1875,297,"AWAITING TC DECISION ON TB SUBMISSION   re:TENANT PURCHASE.  Property is vacant per  B.Bernkopf who wishes to purchase.    ","9/19/1996"
1876,297,"TB SUBMISSION no go - awaiting  instructions from Jill Inglis F&O to proceed with  disposal.    ","12/5/1996"
1877,297,"TB SUBMISSION no go - awaiting  instructions from Jill Inglis F&O to proceed with  disposal.-hse.vacant.    ","1/7/1997"
1878,297,"Project on hold by INAC until July  4/97.    ","2/25/1997"
1879,297,"Hold off.  Ready to list properties  for sal(97-07-18)    ","7/18/1997"
1880,297,"Hold off 97-07-04.  Ready to list  property - 97-07-18.    ","7/18/1997"
