"intProjectID","intProjectNo","strDescription","strLegal","strFileNo","datStartDate","datComplDate","bolCancelled","curSSAFees","curSSADisbursements","curPrice","curExpToDate","strAgentFirstName","strAgentLastName","strLocation","strProvAbrev","strDeptAbrev","strClientContactFirst","strClientContactLast","strRollNumber","strProjRefNo","strLDU","strPACNo","strSMANo","datReportOfSurplus","strDisposalMethod","strPropertyType","strPurchaserType","strInterestSold"
236,765865,"347 ACRES, BLOCK 'G'","BLOCK 'G', DISTRICT LOT 1535, PEACE RIVER DISTRICT","9075-F7/46",9/23/1991,5/15/1995,0,.0000,.0000,.0000,.0000,"DENISE","SCHEPENS","FORT NELSON","BC","TC","","","","","0","0","0",4/22/1992,"Retrocession to Province","Vacant Land","Province","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;"
237,765298,"270 MAIN STREET","","9075-T6/39",5/11/1992,2/15/1994,1,.0000,.0000,.0000,.0000,"MIKE","SNELGROVE","TOFINO","BC","DFO","","","","","","0","0",4/30/1992,"Tender","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Private Sector","Fee Simple"
238,769027,"HOUSE NO.'S 117, 119, 120, 121, AND 122","","9070-G21/5",5/22/1992,9/29/1993,0,.0000,.0000,.0000,.0000,"MARGOT","MACFADYEN","GLACIER NATIONAL PARK","BC","EC","","","","","","0","0",4/7/1992,"Tender","Improved","Private Sector","Building Only"
239,765468,"FORMER STAFF RESIDENCE LOCATED AT 171 - 1ST STREET","LOT B, DL 114, CD, PLAN VIP55562","9075-T6/40",6/6/1992,3/15/1994,0,.0000,.0000,.0000,.0000,"MIKE","SNELGROVE","TOFINO","BC","HWC","","","","","0","0","0",8/1/1992,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Municipality","Fee Simple"
240,765041,"QUITCLAIM OF RIGHT OF WAY OVER LOT 1 & LOT A, D.L.9 - MANHATTAN POINT","","9070-K3/62",6/22/1992,9/30/1994,0,.0000,.0000,.0000,.0000,"MIKE","SNELGROVE","KELOWNA","BC","TC","","","","","","0","0",,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Vacant Land","Private Sector","Easement"
241,765866,"CAVENDISH ESTATE PROPERTY AT FORT RODD HILL NATIONAL HISTORIC PARK","LOT 1, PLAN 3948 & LOT A PLAN 368R, SEC 15, ESQUIMALT DISTRICT","9075-C17/7",6/30/1992,6/5/1995,1,.0000,.0000,.0000,.0000,"JOE","GORMLEY","COLWOOD","BC","EC","","","","","0","0","0",3/31/1987,"Direct Negotiations","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","CLC","Fee Simple"
242,765867,"TABOR LAKE SEAPLANE BASE FACILITY (SIZE = APPROX. 1208 M2)","","9075-P16/104",7/16/1992,11/30/1996,0,.0000,.0000,.0000,.0000,"WAYNE","MCLAUGHLIN","PRINCE GEORGE","BC","TC","","","","","0","0","766531",7/3/1992,"Tender","Vacant Land","Private Sector","Fee Simple"
243,765503,"ESCARPMENT - LOT 423, GROUP 804, PLAN 26830, WHITEHORSE, Y.T.","","9075-W7/122",7/28/1992,11/12/1993,0,.0000,.0000,.0000,.0000,"THERESA","LIAO","WHITEHORSE","YT","TC","","","","","0","0","0",7/9/1992,"Interdepartmental Transfer","Improved","Municipality","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;"
244,765895,"EASEMENT OVER PORTIONS OF LOTS 54, 55 AND 61, PLAN 5211","","9075-A1/49",7/28/1992,5/15/1995,0,.0000,.0000,.0000,.0000,"DENISE","SCHEPENS","ABBOTSFORD","BC","TC","","","","","","0","0",7/6/1992,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Vacant Land","Private Sector","Easement"
245,765896,"RCMP DETACHMENT - RETROCESSION TO PROVINCE (99 YEAR)","LOTS 6,7,8; BLK.21, D.L.6308, RGE.5, COAST DIST, PLAN 1206","9075-B11/9",10/15/1992,5/15/1995,0,.0000,.0000,.0000,.0000,"DENISE","SCHEPENS","BURNS LAKE","BC","RCMP","","","","","","0","0",9/11/1992,"Retrocession to Province","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Province","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;"
246,765897,"PORTION OF EASEMENT RIGHT OF WAY TO ACCESS A HAZARD BEACON,AIRPORT","","9075-P5/68",11/15/1992,,0,.0000,.0000,.0000,.0000,"JOE","GORMLEY","PENTICTON","BC","TC","","","","","0","0","766529",8/31/1992,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Vacant Land","Private Sector","Easement"
247,765570,"PORTION OF 7 ACRE PARCEL TO BE TRANSFERED TO PROVINCIAL PARKS","","9075-S99/5",11/12/1992,12/23/1993,0,.0000,.0000,.0000,.0000,"MARGOT","MACFADYEN","SATURNA ISLAND","BC","TC","","","","","","0","0",,"Retrocession to Province","Vacant Land","Province","Fee Simple"
248,765560,"ATCO TRAILER AND SITE FOR SALE","","9075-D3/4",10/15/1992,1/21/1994,0,.0000,.0000,.0000,.0000,"THERESA","LIAO","DESTRUCTION BAY","BC","RCMP","","","","","0","0","0",10/1/1992,"Tender","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Private Sector","Fee Simple"
249,765898,"MT.LOLO ROAD-TRANSFER TO PROVINCE (FEE SIMPLE)","NW 1/4 SECT.16, TOWNSHIP 21, RANGE 16, W6M, KDYD, PLAN A1541","9075-K1/93",10/16/1992,1/7/1997,0,.0000,.0000,.0000,.0000,"DENISE","SCHEPENS","KAMLOOPS","BC","TC","","","","","0","18","766514",1/11/1993,"Retrocession to Province","Vacant Land","Province","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;"
250,765558,"RESIDENCE AND LOT TO BE TRANSFERRED TO THE TOWN ON FARO","","9075-F2/6",10/6/1992,2/23/1994,0,.0000,.0000,.0000,.0000,"THERESA","LIAO","FARO","YT","HWC","","","","","","0","0",9/14/1992,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Municipality","Fee Simple"
251,765899,"RELEASE OF RIGHT OF WAY H18118;ACCESS ROAD;PART RW PLAN 8844","PART R/W PLAN 8844, D.L. 9058, KOOTENAY DISTRICT","9075-N21/5",12/11/1992,9/23/1994,0,.0000,.0000,.0000,.0000,"DENISE","SCHEPENS","NELWAY","BC","RCMP","","","","","","0","0",12/2/1992,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Vacant Land","Private Sector","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;"
252,0,"DISPOSAL OF POOL HOUSING INVENTORY","","9075-W7/124",12/22/1992,8/17/1994,1,.0000,.0000,.0000,.0000,"THERESA","LIAO","WHITEHORSE","YT","PWGSC","","","","","0","0","0",9/28/1993,"Tender","Improved","Private Sector","Building Only"
253,765900,"HEAL'S CUT OFF LANDS - SEC 54/126 TOTAL 9.6270 HA  PAC/309","","9075-S111/13",1/5/1993,1/3/1997,0,.0000,.0000,.0000,.0000,"AMELIA","WEATHERBE","SAANICH","BC","DND","","","","","17178","309","766544",12/18/1992,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Vacant Land","Municipality","Fee Simple"
254,834021,"LOTS 38 & 39, TAKHINI WEST","","9075-W7/123",10/1/1992,9/15/1994,1,.0000,.0000,.0000,.0000,"JOE","GORMLEY","WHITEHORSE","YT","PWGSC","","","","","0","0","0",9/15/1992,"Direct Negotiations","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","CLC","Administration & Control"
255,765901,"EASEMENT #199897G PARCEL 'C' D.D. 11389 D.L. 22, OYSTER DISTRICT","","9075-N2/65",2/1/1993,5/15/1995,0,.0000,.0000,.0000,.0000,"DENISE","SCHEPENS","NANAIMO","BC","TC","","","","","","0","0",1/11/1993,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Vacant Land","Private Sector","Easement"
256,765902,"LIGHTS & CLEARING EASEMENT LOT 'B' OF SE1/4","","9075-A1/51",2/15/1993,5/15/1995,0,.0000,.0000,.0000,.0000,"DENISE","SCHEPENS","ABBOTSFORD","BC","TC","","","","","","0","0",2/2/1993,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Vacant Land","Tenant","Easement"
257,765594,"CFS RESERVOIR STRUCTURES","","9075-A4/20",3/2/1993,12/29/1993,0,.0000,.0000,.0000,.0000,"MIKE","SNELGROVE","ALDERGROVE","BC","DND","","","","","","0","0",2/22/1993,"Building Only","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","CLC","Other"
258,765830,"TRANSFER ROBERTSON FARMLAND FROM TC TO EC-CWS","","9075-D4/20",3/2/1993,5/27/1994,0,.0000,.0000,.0000,.0000,"DENISE","SCHEPENS","DELTA","BC","TC","","","","","","0","0",2/25/1993,"Interdepartmental Transfer","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","OGD","Fee Simple"
259,765596,"'TYRELL HOUSE'","","9075-D1/48",3/2/1993,12/29/1993,0,.0000,.0000,.0000,.0000,"THERESA","LIAO","DAWSON CITY","YT","EC","","","","","","0","0",2/22/1993,"Tender","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Private Sector","Fee Simple"
260,765869,"12X120 STRIP SURPLUS LAND","","9075-T6/41",3/5/1993,3/17/1995,0,.0000,.0000,.0000,.0000,"TINA","IRELAND","TOFINO","BC","RCMP","","","","","0","0","0",3/2/1993,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Vacant Land","Private Sector","Fee Simple"
261,0,"VALLEYVIEW SUBDIVISION (LAND SWAP)","","9075-W7/125",3/10/1993,8/17/1994,1,.0000,.0000,.0000,.0000,"THERESA","LIAO","WHITEHORSE","YT","PWGSC","","","","","0","0","0",2/12/1993,"Direct Negotiations","Vacant Land","CLC","Administration & Control"
262,0,"UTILITY EASEMENT OVER 200 & 201 RANGE RD","","9075-W7/27",3/10/1993,5/15/1995,0,.0000,.0000,.0000,.0000,"JOE","GORMLEY","WHITEHORSE","YT","PWGSC","","","","","0","0","0",2/12/1993,"Direct Negotiations","Vacant Land","CLC","Administration & Control"
263,765903,"DETACHMENT/LIVING QUARTERS, LOTS 3 & 4","","9075-N1/7",4/6/1993,7/28/1995,0,.0000,.0000,.0000,.0000,"THERESA","LIAO","NAKUSP","BC","RCMP","","","","","","0","0",,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Province","Fee Simple"
264,765645,"TRANSFER OF PORTION OF ROAD TO YTG.","","9075-W7/122",5/11/1993,12/29/1993,0,.0000,.0000,.0000,.0000,"THERESA","LIAO","WHITEHORSE","YT","TC","","","","","0","0","0",7/9/1992,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Vacant Land","Province","Fee Simple"
265,765702,"478 FRASER ST. - HOUSE FOR SALE","","9075-L11/24",7/23/1993,12/29/1993,0,.0000,.0000,.0000,.0000,"THERESA","LIAO","LYTTON","BC","RCMP","","","","","","0","0",10/15/1990,"Tender","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Private Sector","Fee Simple"
266,765708,"BLDG FOR REMOVAL - ANIMAL INSPECTION STATIONS","","9075-O7/18",7/26/1993,9/8/1993,0,.0000,.0000,.0000,.0000,"THERESA","LIAO","OSOYOOS","BC","AGR","","","","","0","0","0",7/20/1993,"Building Only","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","CLC","Building Only"
267,765904,"VACANT RESIDENTIAL LOT","LOT 51, D.L. 1267, RANGE 5, COAST DISTRICT, PLAN 5870","9075-F9/21",7/21/1993,8/12/1994,0,.0000,.0000,.0000,.0000,"THERESA","LIAO","FORT ST. JAMES","BC","RCMP","","","","","0","0","0",7/12/1993,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Vacant Land","Province","Fee Simple"
268,765905,"7450 PROSPECT ST. - RESIDENCE ON TWO LOTS","LOTS 11 & 12, BLK.3, D.L.202 & 203, LILLOOET DIST, PLAN 1624","9075-P4/12",7/21/1993,1/19/1995,0,.0000,.0000,.0000,.0000,"DENISE","SCHEPENS","PEMBERTON","BC","HWC","","","","","","0","0",6/18/1993,"Tender","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Private Sector","Fee Simple"
269,765877,"310 HAWTHORN STREET, - 2 BEDROOM HOUSE WITH 2 BR SUITE","LOTS E & F, SEC. 68, CORMORANT  ISLAND, RUPERT DISTRICT, PLAN 22412","9075-A5/27",9/29/1993,10/10/1994,0,.0000,.0000,.0000,.0000,"MIKE","SNELGROVE","ALERT BAY","BC","DFO-CG","","","","","0","0","0",9/29/1993,"Tender","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Private Sector","Fee Simple"
270,765948,"SELKIRK WATERFRONT DEVELOPMENT","","9075-V7/230",10/5/1993,3/20/1995,0,.0000,.0000,.0000,.0000,"JOE","GORMLEY","VICTORIA","BC","DFO-CG","","","","","","0","0",6/24/1994,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Vacant Land","Private Sector","Fee Simple"
271,765559,"SALE OF 50620A SLANZI ROAD (RCMP MARRIED QUARTERS) BOSTON BAR, B.C.","","9075-B6/9-1",10/16/1992,4/11/1994,0,.0000,.0000,.0000,.0000,"THERESA","LIAO","BOSTON BAR","BC","RCMP","","","","","","0","0",8/19/1992,"Tender","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Private Sector","Fee Simple"
272,765559,"SALE OF 50620B SLANZI ROAD (RCMP MARRIED QUARTERS), BOSTON BAR B.C.","","9075-B6/9-2",10/16/1992,4/11/1994,0,.0000,.0000,.0000,.0000,"THERESA","LIAO","BOSTON BAR","BC","RCMP","","","","","","0","0",8/19/1992,"Tender","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Private Sector","Fee Simple"
273,765041,"BLDGS FOR REMOVAL - 2 DBLE WIDE TRAILERS","","9070-Q3/18",11/2/1993,4/13/1994,0,.0000,.0000,.0000,.0000,"MARY","LUI","QUESNEL","BC","TC","","","","","","0","0",9/20/1993,"Tender","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Private Sector","Building Only"
